rule_id,group,gold_count,candidate_present_count,candidate_recall,missing_count,missing_examples
address_comma,addresses_interjections_particles,1042,1042,1.0,0,[]
comma_conjunction,homogeneous_commas,1042,1042,1.0,0,[]
comma_subordinate,complex_sentence_subordinate,1041,1041,1.0,0,[]
comparative_turnover_comma,comparative_turnovers,1042,1042,1.0,0,[]
context_chto_by,solid_hyphen_separate_service_words,2133,2130,0.9985935302390999,3,"[{""source"": ""что бы больно небыло, когда ешь то, что нельзя )"", ""target"": ""чтобы больно не было когда ешь то что нельзя"", ""edit_type"": ""punctuation_delete"", ""start"": 20, ""end"": 21, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""что бы больно небыло, когда ешь то, что нельзя )"", ""target"": ""чтобы больно не было когда ешь то что нельзя"", ""edit_type"": ""punctuation_delete"", ""start"": 47, ""end"": 48, ""source_fragment"": "")"", ""replacement"": """"}, {""source"": ""Иногда, что бы создать красивый компьютерный спецэффеект нужно иметь смекалку и хорошее воображение, а не только мощную рендерферму."", ""target"": ""Иногда, чтобы создать красивый компьютерный спецэффект, нужно иметь смекалку и хорошее воображение, а не только мощную рендер-ферму."", ""edit_type"": ""punctuation_insert"", ""start"": 56, ""end"": 56, ""source_fragment"": """", ""replacement"": "",""}]"
context_nesmotrya,solid_hyphen_separate_service_words,4171,4171,1.0,0,[]
context_pair,unknown,18,12,0.6666666666666666,6,"[{""source"": ""он согласился на ничью когда мы выигрывали. 245 00:12:47,090 --> 00:12:50,010 Ты думаешь что ты такой крутой из затого что гоняешь мяч?"", ""target"": ""Он согласился на ничью, когда мы выигрывали. 245 00:12:47,090 --> 00:12:50,010 Ты думаешь, что ты такой крутой из-за того, что гоняешь мяч?"", ""edit_type"": ""split_word"", ""start"": 112, ""end"": 116, ""source_fragment"": ""зато"", ""replacement"": ""за то""}, {""source"": ""По завершению у вас будет создана виртуальная машина, но она пока без операционной системы. Для того чтоб её установить нужно скачать Ubuntu Linux (32-bit или 64-bit в зависимости от того что было выбрано на шаге где мы указывали тип ОС)."", ""target"": ""По завершению у вас будет создана виртуальная машина, но она пока без операционной системы. Для того чтобы её установить, нужно скачать Ubuntu Linux (32-bit или 64-bit, в зависимости от того, что было выбрано на шаге, где мы указывали тип ОС)."", ""edit_type"": ""join_words"", ""start"": 188, ""end"": 194, ""source_fragment"": ""что бы"", ""replacement"": ""чтобы""}, {""source"": ""По завершению у вас будет создана виртуальная машина, но она пока без операционной системы. Для того чтоб её установить нужно скачать Ubuntu Linux (32-bit или 64-bit в зависимости от того что было выбрано на шаге где мы указывали тип ОС)."", ""target"": ""По завершению у вас будет создана виртуальная машина, но она пока без операционной системы. Для того чтобы её установить, нужно скачать Ubuntu Linux (32-bit или 64-bit, в зависимости от того, что было выбрано на шаге, где мы указывали тип ОС)."", ""edit_type"": ""punctuation_insert"", ""start"": 119, ""end"": 119, ""source_fragment"": """", ""replacement"": "",""}, {""source"": ""По завершению у вас будет создана виртуальная машина, но она пока без операционной системы. Для того чтоб её установить нужно скачать Ubuntu Linux (32-bit или 64-bit в зависимости от того что было выбрано на шаге где мы указывали тип ОС)."", ""target"": ""По завершению у вас будет создана виртуальная машина, но она пока без операционной системы. Для того чтобы её установить, нужно скачать Ubuntu Linux (32-bit или 64-bit, в зависимости от того, что было выбрано на шаге, где мы указывали тип ОС)."", ""edit_type"": ""punctuation_insert"", ""start"": 165, ""end"": 165, ""source_fragment"": """", ""replacement"": "",""}, {""source"": ""По завершению у вас будет создана виртуальная машина, но она пока без операционной системы. Для того чтоб её установить нужно скачать Ubuntu Linux (32-bit или 64-bit в зависимости от того что было выбрано на шаге где мы указывали тип ОС)."", ""target"": ""По завершению у вас будет создана виртуальная машина, но она пока без операционной системы. Для того чтобы её установить, нужно скачать Ubuntu Linux (32-bit или 64-bit, в зависимости от того, что было выбрано на шаге, где мы указывали тип ОС)."", ""edit_type"": ""punctuation_insert"", ""start"": 188, ""end"": 188, ""source_fragment"": """", ""replacement"": "",""}, {""source"": ""По завершению у вас будет создана виртуальная машина, но она пока без операционной системы. Для того чтоб её установить нужно скачать Ubuntu Linux (32-bit или 64-bit в зависимости от того что было выбрано на шаге где мы указывали тип ОС)."", ""target"": ""По завершению у вас будет создана виртуальная машина, но она пока без операционной системы. Для того чтобы её установить, нужно скачать Ubuntu Linux (32-bit или 64-bit, в зависимости от того, что было выбрано на шаге, где мы указывали тип ОС)."", ""edit_type"": ""punctuation_insert"", ""start"": 212, ""end"": 212, ""source_fragment"": """", ""replacement"": "",""}]"
context_tak_zhe,solid_hyphen_separate_service_words,1042,1042,1.0,0,[]
context_to_zhe,solid_hyphen_separate_service_words,1043,1042,0.9990412272291467,1,"[{""source"": ""собсна это почти в одно и тоже время снято, просто облака плывут"", ""target"": ""собственно это почти в одно и то же время снято просто облака плывут"", ""edit_type"": ""punctuation_delete"", ""start"": 42, ""end"": 43, ""source_fragment"": "","", ""replacement"": """"}]"
context_vsledstvie,solid_hyphen_separate_service_words,2765,2765,1.0,0,[]
