row_id,source,replacement,edit_type,rule_id,status,reason,confidence
2,,.,final_punctuation,final_punctuation_default,accepted,trusted bounded candidate,0.9228515625
7,Обьехав,Объехав,spelling_replace,dictionary_fuzzy,accepted,trusted bounded candidate,0.990234375
16,,.,final_punctuation,final_punctuation_default,accepted,trusted bounded candidate,0.921875
21,,.,final_punctuation,final_punctuation_default,accepted,trusted bounded candidate,0.8505859375
32,соревнуються,соревнуется,spelling_replace,dictionary_fuzzy,accepted,trusted bounded candidate,0.9599609375
36,возможно,Возможно,case_change,capitalization_sentence_start,accepted,trusted bounded candidate,0.99267578125
46,,.,final_punctuation,final_punctuation_default,accepted,trusted bounded candidate,0.8505859375
57,,.,final_punctuation,final_punctuation_default,accepted,trusted bounded candidate,0.9228515625
63,Обьехав,Объехав,spelling_replace,dictionary_fuzzy,accepted,trusted bounded candidate,0.990234375
72,,.,final_punctuation,final_punctuation_default,accepted,trusted bounded candidate,0.921875
74,соревнуються,соревнуется,spelling_replace,dictionary_fuzzy,accepted,trusted bounded candidate,0.9599609375
78,возможно,Возможно,case_change,capitalization_sentence_start,accepted,trusted bounded candidate,0.99267578125
82,,.,final_punctuation,final_punctuation_default,accepted,trusted bounded candidate,0.7939453125
83,,.,final_punctuation,final_punctuation_default,accepted,trusted bounded candidate,0.98681640625
84,,.,final_punctuation,final_punctuation_default,accepted,trusted bounded candidate,0.85302734375
85,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.98779296875
86,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.98876953125
87,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.98828125
88,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.990234375
89,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.990234375
90,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.986328125
91,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.99072265625
92,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.9892578125
93,,",",punctuation_insert,comma_conjunction,accepted,trusted bounded candidate,0.99609375
94,,",",punctuation_insert,comma_conjunction,accepted,trusted bounded candidate,0.99658203125
95,,",",punctuation_insert,comma_conjunction,accepted,trusted bounded candidate,0.99853515625
96,,",",punctuation_insert,comma_conjunction,accepted,trusted bounded candidate,0.99609375
97,,",",punctuation_insert,comma_subordinate,accepted,trusted bounded candidate,0.97265625
98,,",",punctuation_insert,comparative_turnover_comma,accepted,trusted bounded candidate,0.97412109375
99,,",",punctuation_insert,comparative_turnover_comma,accepted,trusted bounded candidate,0.93896484375
100,,",",punctuation_insert,comparative_turnover_comma,accepted,trusted bounded candidate,0.97021484375
101,,",",punctuation_insert,comparative_turnover_comma,accepted,trusted bounded candidate,0.9716796875
102,,",",punctuation_insert,comparative_turnover_comma,accepted,trusted bounded candidate,0.98681640625
103,,",",punctuation_insert,comparative_turnover_comma,accepted,trusted bounded candidate,0.96435546875
104,,",",punctuation_insert,comparative_turnover_comma,accepted,trusted bounded candidate,0.9541015625
105,,",",punctuation_insert,comparative_turnover_comma,accepted,trusted bounded candidate,0.98974609375
150,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.98388671875
151,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.978515625
152,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.98681640625
153,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.974609375
154,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.984375
155,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.98291015625
156,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.98583984375
157,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.98291015625
158,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.9814453125
159,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.984375
160,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.97705078125
166,,—,punctuation_insert,direct_speech_dash,accepted,trusted bounded candidate,0.9990234375
167,,—,punctuation_insert,direct_speech_dash,accepted,trusted bounded candidate,0.99951171875
168,,—,punctuation_insert,direct_speech_dash,accepted,trusted bounded candidate,0.99951171875
169,,—,punctuation_insert,direct_speech_dash,accepted,trusted bounded candidate,0.9990234375
170,,—,punctuation_insert,direct_speech_dash,accepted,trusted bounded candidate,0.99951171875
171,,—,punctuation_insert,direct_speech_dash,accepted,trusted bounded candidate,0.99951171875
195,,",",punctuation_insert,homogeneous_comma,accepted,trusted bounded candidate,0.97216796875
196,,",",punctuation_insert,homogeneous_comma,accepted,trusted bounded candidate,0.97802734375
197,,",",punctuation_insert,homogeneous_comma,accepted,trusted bounded candidate,0.966796875
198,,",",punctuation_insert,homogeneous_comma,accepted,trusted bounded candidate,0.98291015625
199,,",",punctuation_insert,homogeneous_comma,accepted,trusted bounded candidate,0.970703125
200,,",",punctuation_insert,homogeneous_comma,accepted,trusted bounded candidate,0.9765625
214,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.98193359375
215,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.98779296875
216,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.9912109375
217,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.97607421875
218,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.9736328125
219,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.99267578125
220,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.9873046875
221,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.99169921875
222,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.9853515625
223,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.98193359375
224,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.98388671875
308,,",",punctuation_insert,comma_conjunction,accepted,trusted bounded candidate,0.9970703125
309,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.978515625
310,,",",punctuation_insert,homogeneous_comma,accepted,trusted bounded candidate,0.97216796875
318,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.98876953125
320,,—,punctuation_insert,direct_speech_dash,accepted,trusted bounded candidate,0.99951171875
321,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.9873046875
326,,",",punctuation_insert,comma_conjunction,accepted,trusted bounded candidate,0.99658203125
332,,",",punctuation_insert,comparative_turnover_comma,accepted,trusted bounded candidate,0.9892578125
338,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.99072265625
340,,",",punctuation_insert,homogeneous_comma,accepted,trusted bounded candidate,0.98291015625
345,,",",punctuation_insert,comparative_turnover_comma,accepted,trusted bounded candidate,0.96435546875
350,,",",punctuation_insert,comma_conjunction,accepted,trusted bounded candidate,0.9970703125
354,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.98388671875
365,,—,punctuation_insert,direct_speech_dash,accepted,trusted bounded candidate,0.9990234375
369,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.984375
385,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.98779296875
389,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.974609375
391,,",",punctuation_insert,comma_subordinate,accepted,trusted bounded candidate,0.9775390625
394,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.97607421875
395,,",",punctuation_insert,homogeneous_comma,accepted,trusted bounded candidate,0.970703125
403,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.96630859375
405,,",",punctuation_insert,comma_subordinate,accepted,trusted bounded candidate,0.9873046875
406,,",",punctuation_insert,comma_conjunction,accepted,trusted bounded candidate,0.9912109375
408,,",",punctuation_insert,introductory_comma,accepted,trusted bounded candidate,0.98779296875
419,,",",punctuation_insert,homogeneous_comma,accepted,trusted bounded candidate,0.98388671875
427,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.99072265625
429,,",",punctuation_insert,address_comma,accepted,trusted bounded candidate,0.9833984375
430,,",",punctuation_insert,detached_adverbial_comma,accepted,trusted bounded candidate,0.98388671875
431,,",",punctuation_insert,homogeneous_comma,accepted,trusted bounded candidate,0.96826171875
434,,",",punctuation_insert,comma_subordinate,accepted,trusted bounded candidate,0.97265625
439,,—,punctuation_insert,direct_speech_dash,accepted,trusted bounded candidate,0.99951171875
