row_id,source,replacement,edit_type,rule_id,status,reason,confidence
4,цыфра,цифра,spelling_replace,dictionary_fuzzy,rejected,unsafe_fuzzy_spelling_candidate,0.9361668229103088
15,жывотном,животном,spelling_replace,dictionary_fuzzy,rejected,unsafe_fuzzy_spelling_candidate,0.9480670094490051
24,жывой,живой,spelling_replace,dictionary_fuzzy,rejected,unsafe_fuzzy_spelling_candidate,0.9811305999755859
28,страны,странны,spelling_replace,n_nn_short_form,rejected,unsafe_n_nn_lexical_change,0.999962329864502
32,пришел,прешел,spelling_replace,prefix_pre_pri,rejected,unsafe_fuzzy_spelling_candidate,0.9962829947471619
38,Хатунцов,Хатуной,spelling_replace,dictionary_fuzzy,rejected,unsafe_fuzzy_spelling_candidate,0.9999758005142212
49,гобань,гробань,spelling_replace,missing_letter_candidate,rejected,unsafe_fuzzy_spelling_candidate,0.9555509686470032
53,жызнь,жизнь,spelling_replace,dictionary_fuzzy,rejected,unsafe_fuzzy_spelling_candidate,0.9773476123809814
58,пришел,прешел,spelling_replace,prefix_pre_pri,rejected,unsafe_fuzzy_spelling_candidate,0.9960571527481079
59,пришел,прешел,spelling_replace,prefix_pre_pri,rejected,unsafe_fuzzy_spelling_candidate,0.9947013854980469
70,,»,punctuation_insert,direct_speech_quotes,rejected,unbalanced_pairs,0.9905374646186829
70,,:,punctuation_insert,direct_speech_colon,rejected,unbalanced_pairs,0.9991563558578491
71,Мбуре,Муре,unknown,,rejected,outside strict spelling/punctuation scope,0.0
74,обьект,объект,spelling_replace,dictionary_fuzzy,rejected,unsafe_fuzzy_spelling_candidate,0.9274994134902954
92,авиавластей,авиачастей,spelling_replace,dictionary_fuzzy,rejected,unsafe_fuzzy_spelling_candidate,0.9984996318817139
105,пришел,прешел,spelling_replace,prefix_pre_pri,rejected,unsafe_fuzzy_spelling_candidate,0.9964367151260376
106,жывейшая,живейшая,spelling_replace,dictionary_fuzzy,rejected,unsafe_fuzzy_spelling_candidate,0.966525137424469
113,то же,тоже,join_words,context_to_zhe,rejected,context-dependent pair requires trusted model confidence,0.0
118,чястыми,частыми,spelling_replace,dictionary_fuzzy,rejected,unsafe_fuzzy_spelling_candidate,0.950736939907074
121,сделаною,сделано,spelling_replace,extra_letter_candidate,rejected,unsafe_fuzzy_spelling_candidate,0.9645074605941772
126,Дворкович,Двойрович,spelling_replace,dictionary_fuzzy,rejected,unsafe_fuzzy_spelling_candidate,0.9999997615814209
126,Мишлин,Мишин,spelling_replace,extra_letter_candidate,rejected,unsafe_fuzzy_spelling_candidate,0.9996298551559448
140,улыбаеться,улыбается,spelling_replace,extra_letter_candidate,rejected,unsafe_fuzzy_spelling_candidate,0.957576334476471
151,хочеться,хочется,spelling_replace,extra_letter_candidate,rejected,unsafe_fuzzy_spelling_candidate,0.9728779196739197
153,несколько,не сколько,split_word,ne_adverb,rejected,unsafe_ne_split_join,0.9999940395355225
153,,»,punctuation_insert,direct_speech_quotes,rejected,unbalanced_pairs,0.9961541295051575
